,symbol,time,open,high,low,close
1244,NIFTY BANK,2015-04-17 11:14:00 UTC,18511.7,18516.05,18510.85,18513.4
1245,NIFTY BANK,2015-04-17 11:15:00 UTC,18513.4,18517.85,18510.05,18510.05
1246,NIFTY BANK,2015-04-17 11:16:00 UTC,18510.05,18512.55,18507.1,18511.4
1247,NIFTY BANK,2015-04-17 11:17:00 UTC,18511.4,18515.7,18510.55,18514.8
1248,NIFTY BANK,2015-04-17 11:18:00 UTC,18515.1,18515.6,18511.4,18514.15
1249,NIFTY BANK,2015-04-17 11:19:00 UTC,18511.45,18516.8,18511.2,18515.75
1250,NIFTY BANK,2015-04-17 11:20:00 UTC,18515.75,18518.9,18514.05,18514.65
1251,NIFTY BANK,2015-04-17 11:21:00 UTC,18516.3,18517.25,18515.05,18516
1252,NIFTY BANK,2015-04-17 11:22:00 UTC,18515.45,18517.55,18515.45,18517.55
1253,NIFTY BANK,2015-04-17 11:23:00 UTC,18517.55,18521.4,18512.9,18512.9
1254,NIFTY BANK,2015-04-17 11:24:00 UTC,18512.5,18513.95,18508.2,18508.2
1255,NIFTY BANK,2015-04-17 11:25:00 UTC,18504.55,18506.1,18502.3,18502.3
1256,NIFTY BANK,2015-04-17 11:26:00 UTC,18502.3,18505.2,18499.4,18500.2
1257,NIFTY BANK,2015-04-17 11:27:00 UTC,18500.2,18500.2,18489.7,18489.7
1258,NIFTY BANK,2015-04-17 11:28:00 UTC,18489.7,18491.7,18487.25,18491.7
1259,NIFTY BANK,2015-04-17 11:29:00 UTC,18495.75,18497.55,18491,18495.8
1260,NIFTY BANK,2015-04-17 11:30:00 UTC,18495.8,18499.2,18489.2,18489.2
1261,NIFTY BANK,2015-04-17 11:31:00 UTC,18488.2,18494,18488.2,18491.2
1262,NIFTY BANK,2015-04-17 11:32:00 UTC,18491.2,18496.4,18486.8,18486.8
1263,NIFTY BANK,2015-04-17 11:33:00 UTC,18486.8,18486.95,18475.2,18476.1
1264,NIFTY BANK,2015-04-17 11:34:00 UTC,18475.1,18478.4,18472.05,18478.4
1265,NIFTY BANK,2015-04-17 11:35:00 UTC,18478.4,18480.6,18473,18478.9
1266,NIFTY BANK,2015-04-17 11:36:00 UTC,18478.9,18488,18478.2,18479.85
1267,NIFTY BANK,2015-04-17 11:37:00 UTC,18473.35,18485.85,18473.25,18482.45
1268,NIFTY BANK,2015-04-17 11:38:00 UTC,18482.45,18488.25,18482.3,18486.3
1269,NIFTY BANK,2015-04-17 11:39:00 UTC,18486.3,18486.3,18474.7,18474.7
1270,NIFTY BANK,2015-04-17 11:40:00 UTC,18474.7,18478.25,18473.85,18473.85
1271,NIFTY BANK,2015-04-17 11:41:00 UTC,18473.85,18480.85,18471.75,18472.15
1272,NIFTY BANK,2015-04-17 11:42:00 UTC,18471.7,18474.25,18470.85,18470.85
1273,NIFTY BANK,2015-04-17 11:43:00 UTC,18470.85,18477.55,18470.85,18475.45
1274,NIFTY BANK,2015-04-17 11:44:00 UTC,18475.45,18475.45,18472.2,18472.6
1275,NIFTY BANK,2015-04-17 11:45:00 UTC,18475.55,18478.2,18470.25,18470.25
1276,NIFTY BANK,2015-04-17 11:46:00 UTC,18475.2,18475.2,18469.55,18470.05
1277,NIFTY BANK,2015-04-17 11:47:00 UTC,18470.05,18470.05,18466.65,18468.55
1278,NIFTY BANK,2015-04-17 11:48:00 UTC,18464.55,18466.75,18461.45,18463.25
1279,NIFTY BANK,2015-04-17 11:49:00 UTC,18463.25,18463.25,18454.15,18455.45
1280,NIFTY BANK,2015-04-17 11:50:00 UTC,18455.45,18456.75,18452.5,18452.5
1281,NIFTY BANK,2015-04-17 11:51:00 UTC,18452.5,18466.65,18447.3,18466.65
1282,NIFTY BANK,2015-04-17 11:52:00 UTC,18466.65,18469.75,18464.4,18465.65
1283,NIFTY BANK,2015-04-17 11:53:00 UTC,18465.65,18473.8,18465.65,18471.75
1284,NIFTY BANK,2015-04-17 11:54:00 UTC,18471.75,18478.6,18469.7,18478.05
1285,NIFTY BANK,2015-04-17 11:55:00 UTC,18478.05,18482.9,18477.3,18480.35
1286,NIFTY BANK,2015-04-17 11:56:00 UTC,18480.35,18480.35,18470.25,18471.75
1287,NIFTY BANK,2015-04-17 11:57:00 UTC,18472.95,18483.05,18472.95,18483.05
1288,NIFTY BANK,2015-04-17 11:58:00 UTC,18481.5,18485.3,18480.1,18483.7
1289,NIFTY BANK,2015-04-17 11:59:00 UTC,18483.7,18486.4,18483.25,18486.25
1290,NIFTY BANK,2015-04-17 12:00:00 UTC,18486.45,18491.9,18483.6,18491.9
1291,NIFTY BANK,2015-04-17 12:01:00 UTC,18491.9,18492.5,18489.7,18491.45
1292,NIFTY BANK,2015-04-17 12:02:00 UTC,18491.45,18493.7,18491.45,18491.6
1293,NIFTY BANK,2015-04-17 12:03:00 UTC,18491.6,18491.6,18488.9,18488.9
1294,NIFTY BANK,2015-04-17 12:04:00 UTC,18488.9,18491.55,18483.05,18484.65
1295,NIFTY BANK,2015-04-17 12:05:00 UTC,18484.65,18487.7,18482.8,18486.5
1296,NIFTY BANK,2015-04-17 12:06:00 UTC,18488.15,18491.65,18484.75,18491.1
1297,NIFTY BANK,2015-04-17 12:07:00 UTC,18491.85,18494.5,18489.6,18494.3
1298,NIFTY BANK,2015-04-17 12:08:00 UTC,18494.3,18494.3,18489,18489.4
1299,NIFTY BANK,2015-04-17 12:09:00 UTC,18490.2,18492.3,18486.65,18486.65
1300,NIFTY BANK,2015-04-17 12:10:00 UTC,18486.65,18486.65,18481.75,18482.3
1301,NIFTY BANK,2015-04-17 12:11:00 UTC,18483.6,18483.6,18476.9,18477.9
1302,NIFTY BANK,2015-04-17 12:12:00 UTC,18478.75,18484.05,18477.95,18483.5
1303,NIFTY BANK,2015-04-17 12:13:00 UTC,18487.25,18487.25,18479.2,18479.35
1304,NIFTY BANK,2015-04-17 12:14:00 UTC,18480.7,18485.4,18478.85,18478.85
1305,NIFTY BANK,2015-04-17 12:15:00 UTC,18478.85,18480.45,18475,18475
1306,NIFTY BANK,2015-04-17 12:16:00 UTC,18475,18475,18467.4,18468.75
1307,NIFTY BANK,2015-04-17 12:17:00 UTC,18468.75,18473.75,18468.75,18473.35
1308,NIFTY BANK,2015-04-17 12:18:00 UTC,18473.35,18477.1,18471.9,18476.7
1309,NIFTY BANK,2015-04-17 12:19:00 UTC,18481.35,18487.6,18481.35,18482.15
1310,NIFTY BANK,2015-04-17 12:20:00 UTC,18482.15,18484.35,18480.2,18481.75
1311,NIFTY BANK,2015-04-17 12:21:00 UTC,18481.75,18489.9,18481.75,18484.8
1312,NIFTY BANK,2015-04-17 12:22:00 UTC,18484.8,18486.25,18484.6,18485.7
1313,NIFTY BANK,2015-04-17 12:23:00 UTC,18485.7,18486.65,18483.9,18485.35
1314,NIFTY BANK,2015-04-17 12:24:00 UTC,18486.5,18487.65,18484.8,18485.5
1315,NIFTY BANK,2015-04-17 12:25:00 UTC,18486.05,18486.95,18479.6,18481.05
1316,NIFTY BANK,2015-04-17 12:26:00 UTC,18481.05,18481.05,18474.25,18474.25
1317,NIFTY BANK,2015-04-17 12:27:00 UTC,18475.6,18475.95,18470.35,18471.35
1318,NIFTY BANK,2015-04-17 12:28:00 UTC,18471.35,18476.15,18469.7,18475.7
1319,NIFTY BANK,2015-04-17 12:29:00 UTC,18475.7,18477.2,18472.75,18472.75
1320,NIFTY BANK,2015-04-17 12:30:00 UTC,18471.3,18472.75,18467.4,18472.2
1321,NIFTY BANK,2015-04-17 12:31:00 UTC,18472.2,18473.2,18470.9,18472.2
1322,NIFTY BANK,2015-04-17 12:32:00 UTC,18472.2,18472.2,18457.3,18462.55
1323,NIFTY BANK,2015-04-17 12:33:00 UTC,18461.55,18464,18459.1,18464
1324,NIFTY BANK,2015-04-17 12:34:00 UTC,18464,18469.85,18463.8,18463.9
1325,NIFTY BANK,2015-04-17 12:35:00 UTC,18463.9,18471.4,18463.9,18471.4
1326,NIFTY BANK,2015-04-17 12:36:00 UTC,18470.4,18477.3,18470.4,18473.8
1327,NIFTY BANK,2015-04-17 12:37:00 UTC,18473.8,18480.55,18473.1,18478.65
1328,NIFTY BANK,2015-04-17 12:38:00 UTC,18478.65,18480.5,18474.55,18476.45
1329,NIFTY BANK,2015-04-17 12:39:00 UTC,18476.45,18486.65,18474.8,18486.65
1330,NIFTY BANK,2015-04-17 12:40:00 UTC,18485.2,18494.75,18485.2,18494.75
1331,NIFTY BANK,2015-04-17 12:41:00 UTC,18494.75,18494.75,18488.45,18488.7
1332,NIFTY BANK,2015-04-17 12:42:00 UTC,18490.05,18499.5,18486.6,18499.5
1333,NIFTY BANK,2015-04-17 12:43:00 UTC,18499.5,18499.5,18486.45,18497.25
1334,NIFTY BANK,2015-04-17 12:44:00 UTC,18497.25,18503.05,18495,18503.05
1335,NIFTY BANK,2015-04-17 12:45:00 UTC,18505.95,18507.05,18500.25,18501.1
1336,NIFTY BANK,2015-04-17 12:46:00 UTC,18501.3,18501.3,18487,18487
1337,NIFTY BANK,2015-04-17 12:47:00 UTC,18487,18489.4,18482.75,18486.75
1338,NIFTY BANK,2015-04-17 12:48:00 UTC,18486.75,18486.75,18475.6,18477.85
1339,NIFTY BANK,2015-04-17 12:49:00 UTC,18477.85,18482.85,18477.6,18482.65
1340,NIFTY BANK,2015-04-17 12:50:00 UTC,18482.65,18487.05,18481.65,18485.35
1341,NIFTY BANK,2015-04-17 12:51:00 UTC,18485.35,18485.35,18478.1,18483
1342,NIFTY BANK,2015-04-17 12:52:00 UTC,18480.45,18484.35,18479.8,18483.75
1343,NIFTY BANK,2015-04-17 12:53:00 UTC,18483.75,18487.25,18481.8,18481.8
1344,NIFTY BANK,2015-04-17 12:54:00 UTC,18481.8,18494.35,18481.15,18487.8
1345,NIFTY BANK,2015-04-17 12:55:00 UTC,18483.8,18496.3,18480.5,18496.3
1346,NIFTY BANK,2015-04-17 12:56:00 UTC,18491.75,18493.3,18486.35,18486.8
1347,NIFTY BANK,2015-04-17 12:57:00 UTC,18486.8,18486.8,18482.05,18485.85
1348,NIFTY BANK,2015-04-17 12:58:00 UTC,18485.85,18491.65,18484.55,18490.85
1349,NIFTY BANK,2015-04-17 12:59:00 UTC,18486.7,18487.25,18483.3,18486.9
1350,NIFTY BANK,2015-04-17 13:00:00 UTC,18484.25,18489.2,18482.15,18482.6
1351,NIFTY BANK,2015-04-17 13:01:00 UTC,18482.6,18484.45,18481.15,18482.95
1352,NIFTY BANK,2015-04-17 13:02:00 UTC,18482.95,18482.95,18477.6,18479.6
1353,NIFTY BANK,2015-04-17 13:03:00 UTC,18479.8,18488.35,18479.8,18486.75
1354,NIFTY BANK,2015-04-17 13:04:00 UTC,18486.75,18486.75,18480.8,18480.9
1355,NIFTY BANK,2015-04-17 13:05:00 UTC,18480.9,18480.9,18460.45,18463.5
1356,NIFTY BANK,2015-04-17 13:06:00 UTC,18463.5,18463.5,18441.05,18441.05
1357,NIFTY BANK,2015-04-17 13:07:00 UTC,18437.1,18448.4,18436.3,18447.45
1358,NIFTY BANK,2015-04-17 13:08:00 UTC,18448.4,18448.4,18439.95,18439.95
1359,NIFTY BANK,2015-04-17 13:09:00 UTC,18439.1,18440.45,18438.2,18438.9
1360,NIFTY BANK,2015-04-17 13:10:00 UTC,18438.9,18449.45,18438.9,18441.1
1361,NIFTY BANK,2015-04-17 13:11:00 UTC,18440.95,18449.6,18440.3,18448.45
1362,NIFTY BANK,2015-04-17 13:12:00 UTC,18448.45,18450.35,18446.95,18449.2
1363,NIFTY BANK,2015-04-17 13:13:00 UTC,18449.2,18449.2,18437.8,18438.55
1364,NIFTY BANK,2015-04-17 13:14:00 UTC,18438.55,18452.6,18438.55,18450.35
1365,NIFTY BANK,2015-04-17 13:15:00 UTC,18448.25,18455.05,18448.25,18453.7
1366,NIFTY BANK,2015-04-17 13:16:00 UTC,18453.7,18457.85,18445.35,18447
1367,NIFTY BANK,2015-04-17 13:17:00 UTC,18447,18457.6,18444.4,18457.6
1368,NIFTY BANK,2015-04-17 13:18:00 UTC,18462.75,18466.65,18456.85,18460.35
1369,NIFTY BANK,2015-04-17 13:19:00 UTC,18460.35,18463.2,18456.6,18457.1
1370,NIFTY BANK,2015-04-17 13:20:00 UTC,18457.1,18464.4,18454.65,18461.55
1371,NIFTY BANK,2015-04-17 13:21:00 UTC,18461.8,18461.8,18443.5,18443.5
1372,NIFTY BANK,2015-04-17 13:22:00 UTC,18443.55,18452.05,18441.75,18446.65
1373,NIFTY BANK,2015-04-17 13:23:00 UTC,18445.95,18457.15,18444.1,18457.15
1374,NIFTY BANK,2015-04-17 13:24:00 UTC,18459.2,18460.1,18448.25,18451.75
1375,NIFTY BANK,2015-04-17 13:25:00 UTC,18449.25,18457.25,18448.7,18455.7
1376,NIFTY BANK,2015-04-17 13:26:00 UTC,18456.6,18456.6,18451.35,18451.35
1377,NIFTY BANK,2015-04-17 13:27:00 UTC,18451.35,18457.25,18451.35,18453.2
1378,NIFTY BANK,2015-04-17 13:28:00 UTC,18451.1,18451.8,18440.7,18440.75
1379,NIFTY BANK,2015-04-17 13:29:00 UTC,18444.55,18449.85,18444.55,18448.2
1380,NIFTY BANK,2015-04-17 13:30:00 UTC,18448.2,18455.35,18447.1,18455.35
1381,NIFTY BANK,2015-04-17 13:31:00 UTC,18461.35,18464.9,18456.65,18464.5
1382,NIFTY BANK,2015-04-17 13:32:00 UTC,18464.5,18466.6,18462.5,18462.5
1383,NIFTY BANK,2015-04-17 13:33:00 UTC,18462.2,18466.45,18460.05,18460.05
1384,NIFTY BANK,2015-04-17 13:34:00 UTC,18460.05,18463.75,18457.5,18457.8
1385,NIFTY BANK,2015-04-17 13:35:00 UTC,18457.8,18457.8,18448.05,18450.65
1386,NIFTY BANK,2015-04-17 13:36:00 UTC,18450.65,18456.35,18447.55,18450.75
1387,NIFTY BANK,2015-04-17 13:37:00 UTC,18451.25,18454.95,18448.25,18451.4
1388,NIFTY BANK,2015-04-17 13:38:00 UTC,18451.4,18452.85,18444.8,18444.8
1389,NIFTY BANK,2015-04-17 13:39:00 UTC,18444.8,18449.45,18443.1,18443.1
1390,NIFTY BANK,2015-04-17 13:40:00 UTC,18443.1,18443.1,18434.75,18438.25
1391,NIFTY BANK,2015-04-17 13:41:00 UTC,18432.95,18440.7,18432.95,18439.25
1392,NIFTY BANK,2015-04-17 13:42:00 UTC,18446.15,18446.15,18430.9,18435.75
1393,NIFTY BANK,2015-04-17 13:43:00 UTC,18435.75,18446.8,18435.75,18444.2
1394,NIFTY BANK,2015-04-17 13:44:00 UTC,18440.15,18440.15,18434.55,18436.05
1395,NIFTY BANK,2015-04-17 13:45:00 UTC,18435.65,18438,18433.5,18433.5
1396,NIFTY BANK,2015-04-17 13:46:00 UTC,18433.5,18447.35,18430.95,18447.35
1397,NIFTY BANK,2015-04-17 13:47:00 UTC,18449.2,18459.35,18448.3,18458.25
1398,NIFTY BANK,2015-04-17 13:48:00 UTC,18458.25,18459.7,18448.95,18449.55
1399,NIFTY BANK,2015-04-17 13:49:00 UTC,18449.55,18461,18445.45,18461
1400,NIFTY BANK,2015-04-17 13:50:00 UTC,18462.1,18462.1,18454.85,18457.5
1401,NIFTY BANK,2015-04-17 13:51:00 UTC,18457.5,18477.1,18457.5,18474.05
1402,NIFTY BANK,2015-04-17 13:52:00 UTC,18474.05,18474.95,18469.3,18472.65
1403,NIFTY BANK,2015-04-17 13:53:00 UTC,18471.45,18477.2,18471.45,18476.15
1404,NIFTY BANK,2015-04-17 13:54:00 UTC,18476.15,18476.45,18468.85,18472.15
1405,NIFTY BANK,2015-04-17 13:55:00 UTC,18472.15,18472.15,18455.4,18455.4
1406,NIFTY BANK,2015-04-17 13:56:00 UTC,18459.95,18468.25,18459.7,18467.35
1407,NIFTY BANK,2015-04-17 13:57:00 UTC,18467.35,18467.35,18458.15,18462.4
1408,NIFTY BANK,2015-04-17 13:58:00 UTC,18462.4,18471.35,18460.6,18465.75
1409,NIFTY BANK,2015-04-17 13:59:00 UTC,18465.85,18465.85,18453.85,18459.3
1410,NIFTY BANK,2015-04-17 14:00:00 UTC,18459.3,18474.4,18450.5,18474.4
1411,NIFTY BANK,2015-04-17 14:01:00 UTC,18474.4,18474.4,18456.75,18468.75
1412,NIFTY BANK,2015-04-17 14:02:00 UTC,18467.95,18476.5,18456.85,18476.5
1413,NIFTY BANK,2015-04-17 14:03:00 UTC,18474.25,18477,18468.75,18473.55
1414,NIFTY BANK,2015-04-17 14:04:00 UTC,18476.9,18476.9,18470.6,18470.6
1415,NIFTY BANK,2015-04-17 14:05:00 UTC,18471.95,18471.95,18458.35,18459
1416,NIFTY BANK,2015-04-17 14:06:00 UTC,18459,18460.5,18450.55,18451.9
1417,NIFTY BANK,2015-04-17 14:07:00 UTC,18451.9,18453.35,18441.85,18446.6
1418,NIFTY BANK,2015-04-17 14:08:00 UTC,18446.6,18446.9,18422.75,18424
1419,NIFTY BANK,2015-04-17 14:09:00 UTC,18424.65,18429.8,18423.65,18425.45
1420,NIFTY BANK,2015-04-17 14:10:00 UTC,18425.45,18428.4,18417.9,18423.3
1421,NIFTY BANK,2015-04-17 14:11:00 UTC,18423.3,18437.65,18421.75,18435.3
1422,NIFTY BANK,2015-04-17 14:12:00 UTC,18434.65,18436.5,18419.7,18419.7
1423,NIFTY BANK,2015-04-17 14:13:00 UTC,18420.55,18446.4,18420.55,18443.45
1424,NIFTY BANK,2015-04-17 14:14:00 UTC,18443.45,18448.05,18426.4,18427.35
1425,NIFTY BANK,2015-04-17 14:15:00 UTC,18427.35,18434.45,18425.05,18434.2
1426,NIFTY BANK,2015-04-17 14:16:00 UTC,18432.3,18436.6,18427.7,18427.7
1427,NIFTY BANK,2015-04-17 14:17:00 UTC,18427.7,18445.6,18427.7,18445.35
1428,NIFTY BANK,2015-04-17 14:18:00 UTC,18445.35,18446.3,18438.05,18438.65
1429,NIFTY BANK,2015-04-17 14:19:00 UTC,18438.65,18443.65,18432.9,18440.9
1430,NIFTY BANK,2015-04-17 14:20:00 UTC,18442,18442.35,18438.5,18440.5
1431,NIFTY BANK,2015-04-17 14:21:00 UTC,18437,18448,18434.05,18442.7
1432,NIFTY BANK,2015-04-17 14:22:00 UTC,18442.7,18448.4,18442.7,18448.4
1433,NIFTY BANK,2015-04-17 14:23:00 UTC,18448.3,18468,18448.25,18468
1434,NIFTY BANK,2015-04-17 14:24:00 UTC,18468,18468,18459.3,18459.3
1435,NIFTY BANK,2015-04-17 14:25:00 UTC,18460.95,18470.65,18459.1,18470.65
1436,NIFTY BANK,2015-04-17 14:26:00 UTC,18468.7,18468.7,18460.65,18463.2
1437,NIFTY BANK,2015-04-17 14:27:00 UTC,18463.2,18469.1,18448.45,18448.45
1438,NIFTY BANK,2015-04-17 14:28:00 UTC,18448.45,18453,18445.35,18452.6
1439,NIFTY BANK,2015-04-17 14:29:00 UTC,18450.45,18459.2,18449.25,18459.2
1440,NIFTY BANK,2015-04-17 14:30:00 UTC,18459.2,18464.05,18455.55,18461.35
1441,NIFTY BANK,2015-04-17 14:31:00 UTC,18461.35,18474.25,18460.05,18474.25
1442,NIFTY BANK,2015-04-17 14:32:00 UTC,18470.05,18470.05,18462,18464.7
1443,NIFTY BANK,2015-04-17 14:33:00 UTC,18464.7,18471.85,18464.7,18471.85
1444,NIFTY BANK,2015-04-17 14:34:00 UTC,18471.85,18480.2,18471.85,18475.5
1445,NIFTY BANK,2015-04-17 14:35:00 UTC,18475.5,18475.5,18467.7,18473.05
1446,NIFTY BANK,2015-04-17 14:36:00 UTC,18473.05,18478.3,18469,18475.05
1447,NIFTY BANK,2015-04-17 14:37:00 UTC,18475.05,18475.05,18459.5,18459.5
1448,NIFTY BANK,2015-04-17 14:38:00 UTC,18459.5,18459.5,18445.9,18445.9
1449,NIFTY BANK,2015-04-17 14:39:00 UTC,18445.9,18445.9,18436.5,18436.5
1450,NIFTY BANK,2015-04-17 14:40:00 UTC,18436.5,18447,18429.75,18447
1451,NIFTY BANK,2015-04-17 14:41:00 UTC,18448.9,18454.35,18438.4,18438.4
1452,NIFTY BANK,2015-04-17 14:42:00 UTC,18438.4,18439.45,18432.4,18438.4
1453,NIFTY BANK,2015-04-17 14:43:00 UTC,18438.4,18438.4,18422.65,18422.65
1454,NIFTY BANK,2015-04-17 14:44:00 UTC,18422.65,18422.65,18408.4,18408.4
1455,NIFTY BANK,2015-04-17 14:45:00 UTC,18408.4,18413.75,18390.15,18407.8
1456,NIFTY BANK,2015-04-17 14:46:00 UTC,18407.8,18423.05,18406.6,18411.4
1457,NIFTY BANK,2015-04-17 14:47:00 UTC,18413.9,18417,18403.45,18406.45
1458,NIFTY BANK,2015-04-17 14:48:00 UTC,18406.45,18422.6,18405.5,18406.3
1459,NIFTY BANK,2015-04-17 14:49:00 UTC,18406.3,18406.5,18403.95,18404
1460,NIFTY BANK,2015-04-17 14:50:00 UTC,18405.15,18413.8,18403.85,18413.8
1461,NIFTY BANK,2015-04-17 14:51:00 UTC,18413.8,18414.2,18399.4,18401.25
1462,NIFTY BANK,2015-04-17 14:52:00 UTC,18401.25,18409.1,18399.95,18403.8
1463,NIFTY BANK,2015-04-17 14:53:00 UTC,18397.15,18404.3,18397.15,18400.8
1464,NIFTY BANK,2015-04-17 14:54:00 UTC,18400.8,18402.9,18395.25,18395.25
1465,NIFTY BANK,2015-04-17 14:55:00 UTC,18395.25,18411.1,18393.25,18411.1
1466,NIFTY BANK,2015-04-17 14:56:00 UTC,18411.1,18419.75,18411.1,18416.05
1467,NIFTY BANK,2015-04-17 14:57:00 UTC,18416.05,18416.05,18406.8,18406.8
1468,NIFTY BANK,2015-04-17 14:58:00 UTC,18406.8,18406.8,18391.9,18391.9
1469,NIFTY BANK,2015-04-17 14:59:00 UTC,18389.25,18389.55,18373.2,18377.05
1470,NIFTY BANK,2015-04-17 15:00:00 UTC,18377.05,18377.05,18357.5,18360.65
1471,NIFTY BANK,2015-04-17 15:01:00 UTC,18360.65,18368.55,18360.65,18366.85
1472,NIFTY BANK,2015-04-17 15:02:00 UTC,18366.85,18380.7,18366.85,18380.7
1473,NIFTY BANK,2015-04-17 15:03:00 UTC,18380.7,18393,18380.7,18387.15
1474,NIFTY BANK,2015-04-17 15:04:00 UTC,18387.15,18387.15,18374.2,18375.3
1475,NIFTY BANK,2015-04-17 15:05:00 UTC,18375.3,18376.45,18364.05,18364.05
1476,NIFTY BANK,2015-04-17 15:06:00 UTC,18364.05,18368.2,18349.6,18349.6
1477,NIFTY BANK,2015-04-17 15:07:00 UTC,18349.15,18368.1,18349.15,18356.4
1478,NIFTY BANK,2015-04-17 15:08:00 UTC,18366.6,18372.8,18366.6,18370.1
1479,NIFTY BANK,2015-04-17 15:09:00 UTC,18370.1,18372.35,18355.55,18355.55
1480,NIFTY BANK,2015-04-17 15:10:00 UTC,18355.55,18368.15,18355.55,18357.7
1481,NIFTY BANK,2015-04-17 15:11:00 UTC,18353.8,18362.75,18353.8,18358.25
1482,NIFTY BANK,2015-04-17 15:12:00 UTC,18358.25,18359.15,18347.05,18347.85
1483,NIFTY BANK,2015-04-17 15:13:00 UTC,18347.85,18350.6,18342.3,18350.6
1484,NIFTY BANK,2015-04-17 15:14:00 UTC,18350.6,18350.6,18330.5,18330.5
1485,NIFTY BANK,2015-04-17 15:15:00 UTC,18330.5,18338.9,18326.35,18327.55
1486,NIFTY BANK,2015-04-17 15:16:00 UTC,18325.25,18334.6,18325.25,18326.9
1487,NIFTY BANK,2015-04-17 15:17:00 UTC,18326.9,18333.45,18323.1,18327.55
1488,NIFTY BANK,2015-04-17 15:18:00 UTC,18327.55,18334.65,18321.75,18324.05
1489,NIFTY BANK,2015-04-17 15:19:00 UTC,18326.5,18334.2,18325.4,18334.2
1490,NIFTY BANK,2015-04-17 15:20:00 UTC,18334.2,18342.9,18333.35,18333.35
1491,NIFTY BANK,2015-04-17 15:21:00 UTC,18333.35,18339.45,18332.85,18332.85
1492,NIFTY BANK,2015-04-17 15:22:00 UTC,18332.85,18332.9,18321.75,18322.25
1493,NIFTY BANK,2015-04-17 15:23:00 UTC,18322.25,18329.1,18322.25,18324.25
1494,NIFTY BANK,2015-04-17 15:24:00 UTC,18324.25,18334.8,18324.25,18330.85
1495,NIFTY BANK,2015-04-17 15:25:00 UTC,18332,18345.25,18332,18339.8
1496,NIFTY BANK,2015-04-17 15:26:00 UTC,18339.8,18354.7,18339.8,18348.5
1497,NIFTY BANK,2015-04-17 15:27:00 UTC,18348.5,18354.15,18346.95,18346.95
1498,NIFTY BANK,2015-04-17 15:28:00 UTC,18346.9,18355.65,18343.55,18355.1
1499,NIFTY BANK,2015-04-17 15:29:00 UTC,18355.1,18365.65,18355.1,18363.5
1500,NIFTY BANK,2015-04-20 09:15:00 UTC,18386.25,18386.25,18322.15,18322.15
1501,NIFTY BANK,2015-04-20 09:16:00 UTC,18322.15,18322.15,18296.2,18315.8
1502,NIFTY BANK,2015-04-20 09:17:00 UTC,18315.8,18319.3,18309.55,18315.8
1503,NIFTY BANK,2015-04-20 09:18:00 UTC,18315.8,18331.65,18314.85,18328.15
1504,NIFTY BANK,2015-04-20 09:19:00 UTC,18328.15,18332.45,18313,18313
1505,NIFTY BANK,2015-04-20 09:20:00 UTC,18317.15,18317.15,18305.05,18308.85
1506,NIFTY BANK,2015-04-20 09:21:00 UTC,18308.85,18335.75,18308.85,18335.75
1507,NIFTY BANK,2015-04-20 09:22:00 UTC,18335.75,18341.5,18333.4,18340.35
1508,NIFTY BANK,2015-04-20 09:23:00 UTC,18340.35,18357.85,18335.55,18357.85
1509,NIFTY BANK,2015-04-20 09:24:00 UTC,18357.85,18384.15,18357.85,18384.15
1510,NIFTY BANK,2015-04-20 09:25:00 UTC,18385.6,18402.25,18385.6,18395.6
1511,NIFTY BANK,2015-04-20 09:26:00 UTC,18393.2,18399.3,18391.3,18391.3
1512,NIFTY BANK,2015-04-20 09:27:00 UTC,18391.3,18395.4,18386.15,18387.1
1513,NIFTY BANK,2015-04-20 09:28:00 UTC,18387.1,18395.9,18383.05,18395.45
1514,NIFTY BANK,2015-04-20 09:29:00 UTC,18391.45,18391.45,18380.6,18383.65
1515,NIFTY BANK,2015-04-20 09:30:00 UTC,18383.65,18411.95,18382.05,18394.8
1516,NIFTY BANK,2015-04-20 09:31:00 UTC,18394.8,18397.5,18380.7,18389.6
1517,NIFTY BANK,2015-04-20 09:32:00 UTC,18389.6,18401.45,18389.6,18399.95
1518,NIFTY BANK,2015-04-20 09:33:00 UTC,18399.95,18400.75,18386.15,18390.15
1519,NIFTY BANK,2015-04-20 09:34:00 UTC,18390.15,18390.35,18379.1,18379.1
1520,NIFTY BANK,2015-04-20 09:35:00 UTC,18377.6,18388.25,18377.2,18382.25
1521,NIFTY BANK,2015-04-20 09:36:00 UTC,18379.05,18387.4,18379.05,18387.4
1522,NIFTY BANK,2015-04-20 09:37:00 UTC,18387.4,18388.55,18383.55,18386.9
1523,NIFTY BANK,2015-04-20 09:38:00 UTC,18386.9,18386.9,18377.1,18381.7
1524,NIFTY BANK,2015-04-20 09:39:00 UTC,18381.7,18387.35,18380.5,18386
1525,NIFTY BANK,2015-04-20 09:40:00 UTC,18380.3,18397.65,18379.5,18394.1
1526,NIFTY BANK,2015-04-20 09:41:00 UTC,18394.1,18394.1,18383.55,18392.75
1527,NIFTY BANK,2015-04-20 09:42:00 UTC,18392.75,18392.75,18385.5,18385.5
1528,NIFTY BANK,2015-04-20 09:43:00 UTC,18384.7,18392.35,18384.7,18388.95
1529,NIFTY BANK,2015-04-20 09:44:00 UTC,18388.95,18393,18381.25,18381.25
1530,NIFTY BANK,2015-04-20 09:45:00 UTC,18381.7,18387.25,18379.6,18387.05
